64565248,54521856,18670360
65069056,53473280,15877376
65253376,53473280,12880040
65253376,53473280,21934752
65253376,53473280,19606384
65253376,53473280,17341168
65253376,53473280,14447760
65253376,53473280,11562696
65253376,53473280,8829040
65253376,53473280,24668784
65253376,53473280,21923232
65253376,53473280,28835872
65253376,53473280,26205880
65253376,53473280,23428920
65253376,53473280,20629656
65253376,53473280,17909384
65253376,53473280,14408144
65253376,53473280,22372552
65253376,53473280,18845400
65253376,53473280,16811864
65253376,53473280,13234440
65253376,53473280,22613408
65253376,53473280,20451712
65253376,53473280,18177032
65253376,53473280,15690104
65253376,53473280,13138528
65253376,53473280,10502312
65253376,53473280,8079496
65253376,53473280,24182264
65253376,53473280,21197920
65253376,53473280,19019872
65253376,53473280,26219304
65253376,53473280,23502224
65253376,53473280,20770232
65253376,53473280,18455112
65253376,53473280,16055432
65253376,53473280,22892696
65253376,53473280,20390672
65253376,53473280,18995208
65253376,53473280,15890256
65253376,53473280,12998896
65253376,53473280,10409096
65253376,53473280,26012704
65253376,53473280,23063048
65253376,53473280,20120128
65253376,53473280,26767600
65253376,53473280,24498704
65253376,53473280,21861240
65253376,53473280,18966976
65253376,53473280,16119296
65253376,53473280,22895864
65253376,53473280,20177216
65253376,53473280,17232248
65257472,53473280,13599824
65257472,53473280,22711200
65257472,53473280,19649640
65257472,53473280,17101304
65257472,53473280,14455032
65257472,53473280,11907384
65257472,53473280,14936344
65257472,53473280,14941208
