16719872,10481664,4459600
16719872,10481664,4463288
16719872,10481664,4466976
16719872,10481664,4470664
16719872,10481664,4474352
16719872,10481664,4478040
16719872,10481664,4481728
16719872,10481664,4485416
16719872,10481664,4489096
16719872,10481664,4492784
16719872,10481664,4496472
16719872,10481664,4500160
16719872,10481664,4503848
16719872,10481664,4507536
16719872,10481664,4511224
16719872,10481664,4514912
16719872,10481664,4518592
16719872,10481664,4522272
16719872,10481664,4525952
16719872,10481664,4529640
16719872,10481664,4533328
16719872,10481664,4537016
16719872,10481664,4540704
16719872,10481664,4544392
16719872,10481664,4548080
16719872,10481664,4551768
16719872,10481664,4555456
16719872,10481664,4559144
16719872,10481664,4562832
16719872,10481664,4566520
16719872,10481664,4570208
16719872,10481664,4573896
16719872,10481664,4577584
16719872,10481664,4584776
16863232,10481664,4588464
16863232,10481664,4592152
16863232,10481664,4595832
16863232,10481664,4599520
16863232,10481664,4603208
16867328,10481664,4606888
16867328,10481664,4610576
16867328,10481664,4614256
16867328,10481664,4617944
16867328,10481664,4623056
16867328,10481664,4626744
16867328,10481664,4632720
16875520,10481664,4636408
16875520,10481664,4640096
16875520,10481664,4643784
16875520,10481664,4647672
16875520,10481664,4651360
16875520,10481664,4655048
16875520,10481664,4658736
16875520,10481664,4662424
16875520,10481664,4667968
16879616,10481664,4680824
16891904,10481664,4684512
16891904,10481664,4688192
16891904,10481664,4691880
16891904,10481664,4695568
16891904,10481664,4699256
