64630784,53473280,21466760
63864832,52424704,18039768
63868928,52424704,8725624
62976000,52424704,16657704
63913984,52424704,17600824
63913984,52424704,12756664
63913984,52424704,19699424
63746048,52424704,16806904
63913984,52424704,24841968
63913984,53473280,22007624
63913984,52424704,12967232
62922752,51376128,21117944
63037440,52424704,16330672
63172608,51376128,13744016
63229952,52424704,21348784
63172608,51376128,18475032
64221184,52424704,9603104
63250432,52424704,16866704
64225280,52424704,11884312
63213568,52424704,19789592
64225280,52424704,16848296
64225280,52424704,24247224
64225280,52424704,21216280
64225280,52424704,10245696
64225280,52424704,18112368
63471616,52424704,13624408
64217088,52424704,21156568
64217088,52424704,21981680
65171456,52424704,18801176
65015808,52424704,26157200
65167360,52424704,22764544
64196608,52424704,13804856
65179648,52424704,21198848
64180224,52424704,16478568
65179648,52424704,13884176
65179648,52424704,21195088
65179648,52424704,18041464
65179648,52424704,25575432
65855488,53473280,24499280
67149824,54521856,18054728
64053248,52424704,9005776
65052672,52424704,16769632
65052672,52424704,11625976
65052672,52424704,19365128
65052672,52424704,20912136
65011712,52424704,18107232
65036288,52424704,25366952
65179648,53473280,22134496
65179648,52424704,10418848
66637824,54521856,23188880
64131072,51376128,10548856
64196608,52424704,17865040
65179648,52424704,12648888
64491520,52424704,20465976
65179648,52424704,17247880
65179648,52424704,24813304
64131072,51376128,21840792
65179648,52424704,12606232
64487424,52424704,19966744
64487424,52424704,17058640
64487424,52424704,17084592
